#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
322,,Ionuț Biceanu,0.03,0,9.09,51.81,1,0.53
323,,Vesel Limaj,0.13,0,42.11,44.68,0.87,0.47
324,,Dorian Bertrand,0.08,0,42.86,50,1.17,0.38
325,,Fábio Vianna,0.2,0,68.42,50.67,0.4,0.53
326,,Tiberiu Căpuşă,0.09,0.06,47.95,51.68,0.59,0.91
327,,Christian Irobiso,0.16,0.13,40.48,38.25,0.97,1.56
328,,Florin Borța,0.27,0,43.86,49.4,0.54,0.77
329,,Radu Negru,0.11,0.03,29.17,45.32,0.77,0.8
330,,Gabriel Simion,0.28,0,34.48,41.03,0.12,0.48
331,,Ionuț Şerban,0.17,0,12.5,43.84,0.61,0.22
332,,Xian Emmers,0.08,0,25,44.89,1.17,0.79
333,,Alexandru Pantea,0.29,0,25,42.17,0.53,0.76
334,,Hélder Tavares,0.12,0,45.1,48.17,0.53,1.12
335,,Junior Tallo,0,0,41.18,40,0.25,1.5
336,,Zorhan Bassong,0.13,0,66.67,55.56,0.88,0.75
337,,Andrei Burlacu,0.08,0,57.14,52.38,0.67,0.58
338,,Adrian Ionita,0.07,0,37.25,53.33,1.04,0.7
339,,Kevin Doukoure,0,0,38.1,49.46,0.67,0.48
340,,Jérémy Corinus,0.17,0.06,59.09,61.31,0.56,0.83
341,,Valerică Găman,0.2,0,77.5,64.06,0.33,0.73
342,,Benjamin van Durmen,0.12,0,43.86,41.89,0.32,0.48
343,,Dragoș Tescan,0,0,28.13,32,0.17,0.67
344,,Aly Abeid,0.1,0.05,58.82,54.55,0.81,0.71
345,,Juraj Badelj,0,0,58.82,50,0.43,0.57
346,,Enriko Papa,0.25,0,50,45.65,0.56,1.19
347,,Ionuț Balaur,0.2,0,55,53.7,0.32,0.72
348,,Iasmin Latovlevici,0.27,0,35.71,40.68,0,0.82
349,,Nasser Chamed,0.05,0.05,48.57,50,0.89,0.47
350,,Denis Haruț,0,0,54.17,51.35,0.11,0.33
351,,Iulian Cristea,0.14,0,50,44.29,0.14,0.86
352,,Andrei Patache,0.11,0,47.83,54.84,0.58,0.47
353,,Mihai Velisar,0.2,0,62.5,52.17,0.2,0.8
354,,Denis Constantin Dumitrascu,0.11,0,41.27,44.7,0.34,1
355,,Cornel Dinu,0.13,0,53.57,61.33,0.19,0.69
356,,Cristian Merloi,0.04,0,33.33,42.48,0.7,0.7
357,,Ionut Laurentiu Radescu,0,0,29.41,44.49,1.21,0.61
358,,Gustavo Marins,0.2,0,58.33,45.45,0,0.8
359,,Daniel Toma,0.18,0.05,23.08,48.95,1.27,1.09
360,,Cyril Zabou,0.09,0,29.17,47.28,1.45,0.45
361,,Alexandru Vlad,0.23,0,42.86,44.74,0.31,0.69
362,,Vlad Pop,0.14,0.07,35.56,46.44,1.07,1.14
363,,Andreas Mihaiu,0.27,0,25,34.38,0.09,0.27
364,,Willie,0,0,27.27,53.85,0.27,0.18
365,,George Ganea,0.18,0,33.98,33.95,0.5,0.86
366,,Dragoș Iancu,0.09,0,14.29,47.37,0.64,0.64
367,,Ricardo Grigore,0.08,0,54.05,50.72,0.23,0.46
368,,Florian Haita,0.06,0,34.78,42.24,1.19,0.56
369,,Damien Dussaut,0,0,0,40,1,0
370,,Constantin Dima,0,0,100,100,0,0
371,,Alexandru Buzbuchi,0,0,0,0,0,0
372,,Narcis Cosmin Ilas,0,0,25,44.44,2,1
373,,Alexandru Stan,0,0,100,75,0.5,0.5
374,,George Dragomir,0,0,0,50,0,0.5
375,,Rareș Bălan,0,0,100,83.33,0.5,0
376,,Răzvan Sava,0,0,0,50,0,0
377,,Alexandru Musi,0,0,50,57.14,2.33,0.33
378,,Robert Ion,0.33,0,40,45.45,0.33,0.33
379,,Patrick Pașcalău,0,0,33.33,50,0,0
380,,Cristian Cherchez,0,0,33.33,33.33,0,0.4
381,,Claudiu Balan,0.17,0,11.11,26.32,0.17,0.67
382,,Andrei Peteleu,0.14,0,0,48.28,0.29,0.29
383,,Brent Lepistu,0.38,0,36.36,40.91,0.5,1.25
384,,Simon Moise Măzărache,0.07,0,45,42.42,0.5,0.64
385,,Romario Benzar,0.07,0,42.11,46.67,1.13,0.73
386,,Yacouba Sylla,0.2,0,51.28,54.65,1,1
387,,Eugeniu Cebotaru,0,0,40,37.5,0.19,0.38
388,,Raul Steau,0.14,0.05,43.9,44.76,0.43,1.14
389,,Răzvan Trif,0.07,0,50,51.39,0.43,0.57
390,,Francisco Junior,0.14,0,33.33,43.75,0.48,0.9
391,,Remus Guțea,0,0,0,34.88,0.14,0.14
392,,George Claudiu Negoescu,0,0,0,63.16,1.33,0.33
393,,Andrei Dragu,0.09,0,5.26,49.66,1.49,0.46
394,,José Gomes,0.13,0,50.75,39.24,0.63,1
395,,Ionuț Vînă,0,0,55.56,36.36,0.6,1.2
396,,Claudiu Belu,0.2,0,55.56,45.65,1,1.6
397,,Gabriel Debeljuh,0,0.25,63.16,51.52,1.5,0.25
398,,David Sala,0,0,20,33.33,0.17,0.33
399,,Andrei  Dumiter,0.13,0,34.62,35.14,0.38,0.56
400,,Matko Babić,0.04,0,46.15,44.23,0.57,0.48
401,,Sergiu Buş,0,0,42.86,35.29,0.4,0.5
402,,Junior Kabananga,0,0,56.25,46.15,0.2,0.4
403,,Enes Sali,0.16,0,25,38.71,0.47,0.53
404,,Ioan Hora,0,0,12.5,26.67,1,1
405,,Sorin Șerban,0.5,0,100,70,0,0.5
406,,Emanuel Dat,0,0,0,60,2,0
407,,Alexandru Daniel Jipa,0,0,100,100,0,0
408,,Salvatore Marrone,0,0,0,31.58,0,0.5
409,,Mirko Ivanovski,0.14,0.07,38,40.15,1.93,2.07
410,,Damian Isac,0.09,0.09,50,44.59,0.45,1.18
411,,Răzvan Oaidă,0.23,0,46.34,45.51,0.55,1.27
412,,Alexandru Boiciuc,0,0,42.11,37.93,0.13,0.38
413,,Lucian Dumitriu,0.03,0,33.33,38.22,0.49,0.57
414,,Lóránd Fülöp,0.04,0,29.69,32.28,0.52,0.72
415,,Eduard Radaslavescu,0,0,10,22.5,0.07,0.13
416,,Rares Pop,0.2,0,23.4,32.81,0.6,0.8
417,,Segej Grubac,0.07,0,60,43.64,0.36,0.57
418,,Ionuț Cojocaru,0,0,33.33,36.84,0.33,1.33
419,,Roberto Voican,0.2,0,0,23.53,0.2,0.6
420,,Ovidiu Perianu,0.1,0,60.42,50.61,0.52,0.67
