#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
95,,Robin Schouten,0.22,0.15,38.96,77.95,9.11,50.59
96,,Robin Van der Meer,0,0,46.57,81.51,2.78,59.4
97,,Olivier Aertssen,0.03,0.06,69.47,88.6,7.25,58.38
98,,Malik Sellouki,0.09,0.09,22.55,81.45,5.55,61.54
99,,Kian Fitz-Jim,0.07,0.2,57,86.61,16.13,64.66
100,,Mathijs Tielemans,0.08,0.08,53.51,89.65,9.97,75.81
101,,Elton Kabangu,0.14,0.14,10.75,72.09,2.96,50
102,,Boyd Lucassen,0.14,0.22,35.97,69.05,8.62,43.67
103,,Anass Ahannach,0.09,0.18,32.82,75.48,8.77,52.27
104,,Anass Najah,0,0.03,37.41,86.2,6.03,72.13
105,,Lewis Schouten,0.13,0.1,36.53,77.46,6.77,48.6
106,,Matteo Waem,0.03,0,50.68,83.87,2.94,55.13
107,,Xian Emmers,0.25,0,25,83,10,50
108,,Kristian Hlynsson,0.16,0.24,34.51,84.26,14.19,62.75
109,,Thomas Bruns,0.14,0.16,33.84,74.36,6.11,51.53
110,,Ryan Thomas,0.11,0.11,37.06,84.41,10.83,69.01
111,,Denzel Hall,0.06,0,41.13,83.59,5.31,57.81
112,,Samuel Armenteros,0.12,0.12,13.44,70.02,3.97,69.23
113,,Ruben Roosken,0.08,0.14,32.54,78.9,6.24,46.43
114,,Richard Ledezma,0,0.17,48.17,91,10.5,69.23
115,,Emmanuel van de Blaak,0,0,43,84.3,1.92,53.33
116,,Fabian De Keijzer,0,0,33.36,50.95,1.09,29.64
117,,Mawouna Amevor,0.08,0.06,43.31,78.06,3.53,52.79
118,,Zico Buurmeester,0.19,0.15,46.04,85.52,10.44,54.74
119,,Donny Warmerdam,0,0,86.67,90.06,10.86,57.09
120,,Simon Janssen,0.11,0.06,46.31,79.36,7.5,49.79
121,,Matthew Garbett,0.14,0.29,23.5,67.17,6.5,58.54
122,,Tom Overtoom,0.19,0.1,39.32,77.28,12,55.56
123,,Brian De Keersmaecker,0.07,0.14,40.89,83.06,6,61.38
124,,Cuco Martina,0,0,48.33,84.55,4.67,60
125,,Stije Resink,0.03,0.06,38.61,78.56,9.14,52.1
126,,Dhoraso Moreo Klas,0.16,0,36.79,83.4,7.37,64.77
127,,Jasper Dahlhaus,0.09,0.15,32.41,70.15,5.18,37.98
128,,Ki-Jana Hoever,0,0,45.5,82.42,8.5,80
129,,Bryan Van Hove,0.04,0,36.85,74.87,6.07,41.13
130,,Jearl Margaritha,0.25,0.21,21.54,75.95,6.36,60.98
131,,Dean Huiberts,0.1,0.24,29.07,80.31,10.41,54.05
132,,Wouter Van der Steen,0,0,47.72,65.37,2.67,38.56
133,,Silvano Vos,0.06,0.13,34.52,91.12,6.84,64.49
134,,Ricardo Kishna,0.14,0.05,31.24,79.27,10,55.86
135,,Toine Van Huizen,0,0,42.44,80.28,2.26,52.34
136,,Soulaïman Allouch,0.14,0.22,29.03,76.17,9.33,56.52
137,,Ringo Meerveld,0.09,0.05,25.41,85.51,6.5,75.47
138,,Rein Van Helden,0,0.03,51.27,82.39,1.94,46.37
139,,Erik Schouten,0,0,61.33,82.36,4.45,47.31
140,,Sven Sonnenberg,0.03,0.03,45.27,88.02,3.03,61.6
141,,Nils Röseler,0,0,72.73,85.24,5.77,61.16
142,,Leeroy Owusu,0.24,0.16,46.26,74.29,10.34,43.29
143,,Thijmen Nijhuis,0,0,30.67,59.78,1,35.71
144,,Theo Barbet,0,0,58.21,84.99,3.71,52.92
145,,Michael Brouwer,0.03,0.05,33.21,67.27,1.66,44.79
146,,Rome Jayden Owusu-Oduro,0.07,0,30.36,75.29,0.93,38.55
147,,Tyrese Asante,0,0,47.56,84.23,2.56,54.41
148,,Jarchinio Antonia,0.29,0.29,11.14,66.67,3.29,37.5
149,,Elmo Lieftink,0.1,0.1,32.39,73.31,6.35,58.14
150,,Jordy Tutuarima,0.11,0.11,23.53,76.96,6.89,53.19
151,,Damian van Bruggen,0.05,0,51.54,84.69,3.81,54.76
152,,Giovanni,0.2,0,6.2,67.74,1.8,100
153,,Kevin Gadellaa,0,0.09,30.55,55.06,0.45,27.8
154,,Thijs Jansen,0,0,33.71,43.19,2.62,31.31
155,,Bram van Polen,0.06,0,57.11,86.82,9.86,61.85
156,,Luuk Koopmans,0,0,20.17,79.34,0.33,52.94
157,,Boy Kemper,0.16,0.08,34.92,72.51,5.44,50
158,,Jochem Ritmeester van de Kamp,0,0.08,27.38,70.51,6.62,50
159,,Eliano Reijnders,0.17,0.14,32.03,79.48,10.2,52.81
160,,Gregor Breinburg,0,0,21.74,81.2,4,59.65
161,,Thomas Oude Kotte,0.03,0,53.06,79.1,6.42,49.55
162,,Max de Waal,0.11,0.11,19.44,82.86,7,65.38
163,,Rocco Robert Shein,0.14,0.09,44.91,84.82,7.55,67.63
164,,Joey Konings,0.09,0.06,14.38,67.89,4.12,60.87
165,,Isaac Babadi,0.07,0.13,29.77,81.3,8.9,70.75
166,,Giovanni Korte,0.17,0.17,16.76,78.4,6.1,61.11
167,,Daniel Crowley,0.06,0.06,35.53,84.93,11.94,76.56
168,,Myron Van Brederode,0.5,0.17,48.33,84.83,22.83,87.5
169,,Jarrad Branthwaite,0,0,39,84.62,3,87.5
170,,Oualid Agougil,1,0,8,87.5,2,100
171,,Jeremy Antonisse,0,0.06,18.67,81.85,6.94,34.62
172,,Aliou Balde,0,0,11.4,71.93,3.87,60
173,,Rick Meissen,0.05,0.05,55.89,83.71,4.21,53.74
174,,Jonathan Mulder,0.1,0.03,21.9,74.49,4.28,46.3
175,,Sem Dekkers,0.06,0,33.72,83.53,6.83,65.22
176,,Thijme Verheijen,0.12,0.12,16.29,73.29,3.18,42.11
177,,Tom de Graaff,0.04,0.04,35.84,78.24,0.32,46.01
178,,Kay Tejan,0.15,0.31,24,66.67,8,77.78
179,,Mohamed Nassoh,0.29,0.2,36.17,80.88,10.63,54.07
180,,Tomislav Mrkonjić,0.1,0,14.8,55.41,3.8,30.77
181,,Stef de Wijs,0.2,0.4,49,84.49,12,57.14
182,,Nick Doodeman,0.36,0.14,24.36,76.54,8,45.45
183,,Hugo Wentges,0,0,38.28,71.26,2.33,54.46
184,,Rigino Cicilia,0,0,7.55,58.94,1.45,0
185,,Lucas Woudenberg,0.11,0.08,34.75,75.54,7,38.54
186,,Dyon Dorenbosch,0,0,27.92,75.93,3.76,54.55
187,,Simon Colyn,0.19,0.19,24.86,80.45,6.08,76.19
188,,Alex Plat,0.14,0.1,50.81,78.63,9.9,52.7
189,,Pol Llonch,0,0,41.89,79.49,9.22,42.11
190,,Glynor Plet,0.14,0.08,15.97,69.91,4.28,42.86
191,,Ennio Van Der Gouw,0,0.03,34.44,73.77,1.28,51.22
192,,Luis Görlich,0.21,0.21,27.11,64.27,6.84,41.1
193,,Joey Jacobs,0,0,34.53,80.58,2.94,54.46
194,,Koen Jansen,0.4,0.2,25,84,6.8,63.64
195,,Ismail Azzaoui,0.1,0.15,9.1,73.63,3.1,62.5
196,,Thibaut Lesquoy,0.22,0,12.33,71.17,2.44,36
197,,Naoufal Bannis,0.12,0.09,12.76,69.36,3.58,50
198,,Rick Dekker,0,0,25.26,75.22,5.48,49.4
199,,Tom Beugelsdijk,0,0,41.92,85.5,2.46,68.32
200,,Nick Venema,0.11,0.06,11.94,67.91,3.83,53.85
201,,Sontje Hansen,0.04,0.13,17.96,80.39,8.22,58.33
202,,Arno Van Keilegom,0.12,0.03,21.82,77.63,6.62,48
203,,Jarno Janssen,0,0.05,28.48,79.1,1.81,40.91
204,,Tidjany Touré,0.07,0,21.6,82.41,6.2,68.18
205,,Kornelius Hansen,0.11,0.11,12.33,55.86,3.44,50
206,,Anas Ouahim,0.24,0.21,21.28,78.12,6.52,69.23
207,,Roshon van Eijma,0.03,0,37.67,83.51,2.33,49.44
208,,Jasper Schendelaar,0.03,0.03,33.78,66.32,1.84,41.58
209,,Tristan Dekker,0,0.04,27.83,79.53,5.43,49.12
210,,Guus Joppen,0,0,49.58,86.73,3.35,63.49
211,,Daryl Werker,0,0,28.44,78.46,1.38,53.62
212,,Lion Kaak,0,0,40.6,82.14,6,58.1
213,,Ozan Kökçü,0.06,0,18.23,80.41,5.2,49.25
214,,Michael de Leeuw,0.12,0.09,9.3,74.59,3.18,54.55
215,,Anthony Descotte,0,0,15,71.11,4.83,55.56
216,,Teun van Grunsven,0,0.04,41.76,83.05,2.72,54.27
217,,Jorrit Smeets,0.11,0.06,28.61,84.08,6.78,64.91
218,,Djevencio van der Kust,0,0,52.67,82.28,10,58.82
219,,Cas Faber,0,0,17,82.35,4.67,50
220,,Philip Brittijn,0.16,0.08,40.7,80.74,7.59,53.71
221,,Amourricho van Axel-Dongen,0,0.14,10.07,73.76,3.57,50
222,,Bram Van Vlerken,0.13,0.09,44.03,76.15,7.53,52.24
223,,Evan Rottier,0.17,0.14,13.51,72.52,4,36.84
224,,Boyd Reith,0.06,0.03,51.29,79.78,9.46,52.98
225,,Yannick Leliendal,0.06,0.03,33.32,80.35,6.61,50.65
226,,Joël Zwarts,0.09,0.06,13.09,59.67,3.63,32.73
227,,Hakon Lorentzen,0.09,0.18,16.91,62.1,3.91,29.63
228,,Delvechio Blackson,0.24,0.12,31,76.26,4.16,48.44
229,,Thomas Poll,0,0.04,24.8,71.61,4.4,38.46
230,,David Min,0.13,0.09,13.94,75.56,4.88,64
231,,Anselmo Garcia McNulty,0,0,49.84,78.18,4.44,48.1
232,,Mathis Suray,0.27,0.19,32.27,72.35,7.42,47.3
233,,Jorrel Hato,0.08,0,54.46,87.01,9.38,49.15
234,,Lukáš Zima,0,0,30.14,62.56,1.86,39.37
235,,Ömer Gündüz,0.03,0.03,26.67,74.66,4.55,40.35
236,,Bryan Limbombe,0.23,0.14,20.11,77.98,7.34,52.38
237,,Hidde Jurjus,0,0,44.73,72.81,1.68,46.71
238,,Melayro Bogarde,0.1,0,21,79.05,4.5,53.85
239,,Tijs Velthuis,0,0,52,87.71,3.71,61.93
240,,Peter van Ooijen,0.03,0.06,19.61,80.1,6.42,70.67
241,,Fedde De Jong,0.19,0,34.31,83.86,10.88,65.38
242,,Ezechiel Banzuzi,0,0.1,18.55,75.3,4.42,50.88
243,,Nicky Souren,0.06,0,40.67,85.69,6.91,68.42
244,,Sabir Agougil,0.13,0.09,28.47,78.49,7.34,68.89
245,,Christopher Mamengi,0,0.04,36.96,86.38,2.36,61.82
246,,Orhan Dzepar,0.1,0.1,36.47,77.79,5.67,53.91
247,,Phil Sieben,0.04,0.08,18.56,83.19,4.16,74.36
248,,Youri Baas,0,0.1,55.3,86.8,14.7,68.75
249,,Kostas Lamprou,0.04,0.04,31.37,67.18,1.63,43.13
250,,Brian Brobbey,0,0,9,55.56,4,0
251,,Naci Ünüvar,0,0,38,81.58,22,66.67
252,,Joël Drommel,0,0,37,89.19,0,69.23
253,,Jeppe Kjaer,0,0,3,83.33,0.5,0
254,,Ramon Hendriks,0,0,46,80.43,3.5,37.5
255,,Jereno Van Gom,0,0,16,93.75,4,100
256,,Taylor Booth,0,0,27.67,79.52,6.67,30.77
257,,Valentino Vermeulen,0.33,0,6.67,70,2.33,0
258,,Gedion Zelalem,0,0,32.92,84.81,4.83,68.09
259,,Manel Royo,0.09,0.06,45.45,78.2,7.91,43.49
260,,Samuele Longo,0.19,0.08,16,64.76,3.44,54.29
261,,Samir Lagsir,0.17,0.25,24.58,81.36,8.92,57.14
262,,Xander Severina,0.26,0.14,16.06,77.05,5.29,48.39
263,,Boris van Schuppen,0.08,0,12.75,67.97,3.58,41.94
264,,Dylan Timber,0,0,28.6,81.12,1.4,53.57
265,,Pascu,0.14,0.14,19.62,69.42,6.19,41.67
266,,Mees Kaandorp,0,0.08,15.72,78.88,4.48,79.31
267,,Nick Twisk,0,0.08,40.96,84.67,6.64,60.19
268,,Mylian Jimenez,0.09,0.05,29.5,82.28,4.05,46.67
269,,Tommy St. Jago,0,0,51.29,86.07,4.57,63.49
270,,Marcelencio Esajas,0.07,0,17,79.41,3.93,50
271,,Daan Huisman,0.19,0.09,21.09,74.07,5.69,45.16
272,,Amar Ćatić,0.22,0.09,12.72,75.68,4.09,57.14
273,,Joey Houweling,0,0,27.5,48.48,0.83,37.78
274,,Devin Haen,0.07,0.07,8.52,70.85,2.59,63.64
275,,Mario Bilate,0.05,0.18,13.41,66.1,4.45,70.37
276,,Siem de Jong,0,0.04,15.46,71.64,4.04,46.43
277,,Sven Zitman,0.09,0.09,13.82,88.82,3.73,57.14
278,,Mitch Apau,0.03,0,41.26,81.63,3.63,47.16
279,,Mateja Milovanović,0,0,43.58,90.06,10.42,58.33
280,,Charlison Benschop,0.06,0.06,10.77,65.27,3.35,50
281,,Xandro Schenk,0,0,34.2,86.55,2.05,51.38
282,,Xander Lambrix,0,0.04,48.58,79.59,5.88,42.27
283,,Pjotr Kestens,0.05,0.05,14.14,77.1,3.29,64.29
284,,Clint Essers,0.05,0,35.65,71.39,5.2,43.84
285,,Livano Comenencia,0.06,0.03,41.15,80.56,4.36,45.36
286,,Patrickson Delgado,0,0,19.75,87.34,4,61.22
287,,Amir Absalem,0.06,0.06,35.81,75.22,7.88,35.9
288,,Loek Postma,0.05,0.05,44.18,85.29,2.09,43.86
289,,Romano Postema,0.13,0.06,12.16,66.05,3.97,34.38
290,,Rick Stuy van den Herik,0.04,0.07,37.63,76.67,7.56,46.15
291,,Ilounga Pata,0.08,0.08,26.33,75,5.38,44.95
292,,Gylermo Siereveld,0,0,37.57,81.75,1,46.81
293,,Florian Mayer,0,0,24.1,85.06,1.9,48.57
294,,Richard Sedláček,0,0.09,35.66,81.42,6.56,55.56
295,,Sacha Komljenovic,0,0,14.18,79.49,4.73,72.22
296,,Joshua Rawlins,0.08,0.04,31.21,76.1,3.92,53.61
297,,Ivar Jenner,0.08,0,36.15,84.26,4.38,57.63
298,,Sam Kersten,0,0,33,87.56,4.63,57.63
299,,Anwar Bensabouh,0.07,0,30.66,76.49,6.62,54.97
300,,Rein Smit,0,0,4.6,72.46,1.67,0
301,,Martijn Berden,0,0.17,18.17,75.23,5.08,33.33
302,,Marko Kleinen,0,0.04,30.27,80.81,3.31,53.91
303,,Rodrigo Rêgo,0.07,0,15.47,76.29,1.67,52.38
304,,Jamie Yayi Mpie,0.11,0.11,5.11,67.39,2.11,50
305,,Aimé Omgba,0,0.12,20.41,84.73,5.18,77.78
306,,Gibson Yah,0,0,33.73,83.83,2.09,59.62
307,,Lasse Wehmeyer,0.05,0,4.8,71.88,1.3,88.89
308,,Michael Chacón,0,0,41.58,80,6,58.76
309,,Jurre van Aken,0.1,0.1,30.29,72.48,3.9,39.39
310,,Robin Lathouwers,0,0.03,31.18,77.08,5.12,45.61
311,,Levi Smans,0.15,0.08,13.54,81.82,4.46,75
312,,Daishawn Redan,0,0,14.5,79.31,5.5,0
313,,Chahine Van Bohemen,0,0,24,70.83,2,11.11
314,,Kjeld van den Hoek,0,0,24,93.75,3.5,84.62
315,,Lennard Hartjes,0,0.03,29.88,84.38,6.61,76.79
316,,Jan Lammers,0,0,39.18,90.09,1.76,68.12
317,,Nikolaj Möller,0.05,0.05,15.41,60.47,3.55,70
318,,Kristofer Ingi Kristinsson,0.07,0,10.57,73.65,2.29,62.5
319,,Ronald Koeman Jr,0,0,37.36,65.53,3.73,46.66
320,,Amin Doudah,0.05,0.2,29.35,84.16,7.7,47.22
321,,Moussa Sanoh,0,0,4.36,68.75,0.73,50
322,,Şahverdi Çetin,0,0.07,33.6,73.81,5.67,50.65
323,,Tom Boere,0.25,0.25,12.25,65.31,3.88,50
324,,Sem Scheperman,0,0.05,9.7,78.35,1.8,50
325,,Terrence Douglas,0.07,0,38.97,78.36,7.17,50
326,,Jayden Turfkruier,0.05,0.09,22.55,72.58,5.64,47.62
327,,Lorenzo Pique,0.03,0.06,39.33,72.03,4.12,37.62
328,,Thijs Oosting,0.25,0.17,21.17,74.8,5.17,45
329,,Orestis Kiomourtzoglou,0,0,21.33,82.81,2.33,42.86
330,,Iggy Houben,0,0,6.33,78.95,1.67,0
331,,Moritz Nicolas,0,0,31.57,72.33,0.5,44.3
332,,Mike Havekotte,0,0,34.55,68.55,1.66,45.52
333,,Thijs van Leeuwen,0.38,0.15,38.62,79.48,11.92,62.16
334,,Tibo Persyn,0.13,0.1,29.33,66.48,5.6,42.42
335,,Daniel Deen,0,0,32,69.53,0.25,26.92
336,,Reda Akmum,0,0,26.6,86.84,3,66.04
337,,Bartłomiej Smolarczyk,0,0,28.23,79.02,1.69,46.43
338,,Ted Van de Pavert,0,0,35.13,86.14,2.39,57.72
339,,Gabi Caschili,0,0,14.15,79.89,4,53.33
340,,Kjell Peersman,0,0,29.11,59.16,0.61,38.15
341,,Freek Heerkens,0,0,42.89,84.66,3.68,43.7
342,,Jaydon Banel,0.08,0.12,15.19,81.77,6.35,57.14
343,,Sylian Mokono,0.1,0.1,21.8,80.73,3.5,52.78
344,,David Mistrafović,0.08,0,18.75,79.56,3.25,60.87
345,,Jarno Lion,0.06,0.11,26.06,75.48,3.44,45.07
346,,Joshua Sanches,0.06,0,18.33,76.36,3.56,61.11
347,,Dani Mathieu,0.13,0.07,7.13,73.83,2.2,28.57
348,,Vincent Schippers,0.04,0,23.5,68.26,3.88,43.4
349,,Arjen Van Der Heide,0.16,0.03,12.65,71.17,3.29,53.33
350,,Jeremy Bokila,0.09,0.06,8.44,46.69,1.97,53.85
351,,Dennis Vos,0,0.05,53.76,86.27,2.62,50
352,,Dylan Ryan,0,0,26.87,78.66,0.93,45.45
353,,Max Svensson,0.11,0.05,16.81,69.45,5.41,37.5
354,,Roy Kortsmit,0,0,30.11,63.91,1.65,42.17
355,,Ibane Bowat,0,0,49.06,75.41,2.81,39.51
356,,Rav van den Berg,0,0,30.88,81.52,2.06,43.18
357,,Ro-Zangelo Daal,0.08,0,13.5,81.48,4.08,55
358,,Jelle Goselink,0,0,13.16,68.09,3.8,50
359,,Hicham Acheffay,0,0,8.5,80.67,2.86,0
360,,Mitchell van Rooijen,0.13,0.09,14.25,76.97,3.28,50.85
361,,Lynden Edhart,0.1,0.07,12.93,72.16,4.17,54.55
362,,Jop van den Avert,0.03,0.03,45.4,79.8,4.37,49.66
363,,Danzell Gravenberch,0.11,0.05,6.53,78.23,2.58,0
364,,Casper Staring,0,0,32.58,73.34,5.89,43.96
365,,Mees Kreekels,0.05,0,44.36,83.81,3.73,50.89
366,,Gabriel Misehouy,0.04,0,21,92.77,7.74,73.33
367,,Mees Rijks,0.06,0.09,13.38,68.35,3.38,62.07
368,,Koen Oostenbrink,0,0,21.95,76.02,3.79,50.91
369,,Joeri Schroyen,0.06,0.06,4.39,68.35,1.17,0
370,,Ilias Boumassaoudi,0,0,12,75,1.5,50
371,,Ruben Ligeon,0,0,19,75,4.75,54.55
372,,Faiz Mattoir,0.2,0,20.2,78.22,7.6,66.67
373,,Joep van der Sluijs,0.13,0.07,19.73,67.23,4.33,50.94
374,,Håkon Evjen,0,0,7,85.71,0,0
375,,Stan Wevers,0,0,11,90.91,1,100
376,,Jorn Berkhout,0,0,14,100,0,0
377,,Anthony Smits,0,0,11,81.82,3,0
378,,Sven Roos,0,0,4,25,1,0
379,,Fatihi Zakaria,0,0,2.5,60,0,66.67
380,,Norbert Alblas,0,0,35.67,55.14,4.67,34.25
381,,Jesper Uneken,0,0,3,83.33,1,0
382,,Nicolas Abdat,0,0,9,71.11,1.4,54.55
383,,Rody de Boer,0,0,31.17,67.91,0.5,41.41
384,,Charlie Setford,0,0,38.44,76.59,0.33,46.53
385,,Vasilios Pavlidis,0,0,14.3,72.73,1.1,42.31
386,,Niek Vossebelt,0.03,0.09,23.47,74.94,4.68,46.32
387,,Faris Hammouti,0.16,0.06,25.84,77.99,6.69,52.86
388,,Tristan Gooijer,0.04,0.08,40.96,90.84,6.58,70
389,,Guillem Rodríguez,0.05,0.05,32.86,77.04,6.95,44.76
390,,Tim Receveur,0.05,0,27.9,80.89,5.05,54.05
391,,Joel Valencia,0.06,0,25.06,82.93,5.83,52.63
392,,Yahya Boussakou,0.25,0.08,17.17,70.63,4.67,28.85
393,,Rik Mulders,0.12,0.06,33.88,78.47,6.06,45.5
394,,Mika Godts,0.09,0.09,28.82,83.28,12,70
395,,Gervane Kastaneer,0.04,0.04,6.22,66.43,2.17,36.36
396,,Sami Ouaissa,0.1,0.1,16.19,76.47,5.05,63.33
397,,Gabriel Culhaci,0.09,0.05,23.59,69.75,4.36,33.33
398,,Rowan Besselink,0,0,30.1,77.06,2.43,53.55
399,,Navajo Bakboord,0,0,24.7,76.32,3.15,51.65
400,,Başar Önal,0.16,0.11,20.57,73.32,6.81,43.64
401,,Kyvon Leidsman,0.12,0,7.69,75.5,2.42,50
402,,Daniël Beukers,0,0,33.57,84.26,5.71,64.52
403,,Jordy Wehrmann,0.05,0.05,19.3,77.72,3.65,45.28
404,,Joshua Smits,0,0,28.45,72.84,0.91,38.85
405,,ArJany Martha,0.03,0.07,18.4,79.17,6.7,50
406,,Carl Johansson,0.04,0.11,14.11,71.92,4.37,15.38
407,,Tim Zeegers,0.1,0.05,25.9,74.26,4.24,46.48
408,,Lars Schenk,0,0.05,34.32,74.85,3.89,43.3
